Job_Role,Company,Location,Job Experience,Skills/Description
Sr Analyst - Credit Systems,Silicon Valley Bank,Bangalore/Bengaluru,1-5,"Product management, Business process, Change management, Manager Quality Assurance, Analytical, Consulting, Business planning, Financial services"
Senior Analyst - Digital Analytics,Time Analytic &amp; Shared Services Private Limited,Bangalore/Bengaluru,1-4,"Google Analytics, Web analytics, Analytical, Javascript, HTML, Troubleshooting, SEO, Business intelligence"
Senior Solution Architect - Business Analyst,Career Infosystem,Bangalore/Bengaluru,12-15,"Java, IT Skills, Android Development, Software Development, Cloud, Project Management, Product Management, BPO"
Analyst and Sr. Analyst,LOGICAL HIRING,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-7,"Datorama, Tableau, SQL, Data Manipulation, Data Analysis, Data Extraction, Data Analytics, Marketing Analytics"
Senior Research Analyst,JITKARV PRIVATE LIMITED,Bangalore/Bengaluru,1-5,"Java, python, C++, Data Structures, Excellent Communication In English, Presentation Skills, Linux, Cloud Services"
Sr. Analyst - Ops Excellence,Microland,Gurgaon/Gurugram,2-6,"Training, Data analysis, Automation, Excel, Senior Analyst, Analytical, Focus, Black Belt"
Senior Business Analyst,PHYSICSWALLAH PRIVATE LIMITED,Delhi / NCR,2-7,"Financial Research, Market Intelligence, Analytical, Analysis, Data Visualization, Market Survey, Software Product Management, Product Marketing"
SQL and MSBI - Database Developer Senior Analyst IT,Meritus Intelytics Private Limited,Hyderabad/Secunderabad,3-5,"Azure Data Factory, MySQL, MSBI, SQL Server, SSIS, AWS redshift, SSAS, Power Bi"
Sr . System Analyst,Cybage,Pune,8-13,"Cloud computing, Data analysis, Linux, Architecture, Project management, Machine learning, flume, sqoop"
Senior Product Analyst,Priority Vendor Technologies Pvt. Ltd.,Remote,3-5,"product analytics, IT Skills, Software Development, Testing, Data Science, data analysis, Segmentation, Product Analysis"
Medical Billing Service RCM Senior Analyst,Vericle,Nagpur,1-4,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow"
Medical Billing Service RCM Senior Analyst,Vericle,Tirunelveli,1-4,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow"
Medical Billing Service RCM Senior Analyst,Vericle,Chennai,1-4,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow"
Medical Billing Service RCM Senior Analyst,Vericle,Chengalpattu,1-4,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow"
Medical Billing Service RCM Senior Analyst,Vericle,Dindigul,1-4,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow"
Business Analyst - Utilities,Vision Beyond Resources India Private Limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR",7-12,"business analysis, utilities, IT Skills, Testing, Cloud, DevOps, Azure, elicitation"
Business Analyst - Utilities,Vision Beyond Resources India Private Limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR",4-9,"business analysis, utilities, sdlc, IT Skills, Testing, Cloud, DevOps, Azure"
Sr Python Developer,Xceedance,"New Delhi, Pune, Bangalore/Bengaluru, Delhi / NCR",5-10,"Pandas, numpy, Python, Communication, ETL, IT Skills, ETL Projects, Data Project"
Senior Product Manager/ Product Manager,XpressBees,"Pune, Bangalore/Bengaluru",5-10,"Product Strategy, Product Life Cycle, Product Development, Transport Management System, Product Management, Product Testing, Data Engineering, Technology Solutions"
Business Analyst - Burgeon IT Services,Burgeon IT Services Pvt ltd,"Pune, Jaipur, Bangalore/Bengaluru",10-12,"Process Mapping, data analysis, Benefits Evaluation, Value Analysis, Root Cause Analysis, Financial, Early Life Support, Automation Design"
Business Analyst Offshore(Sales & Finance),Xpetize Technology Solutions Private Limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",6-11,"Data analysis, Test scripts, Coding, Analytical, Workflow, Data quality, QlikView, Forecasting"
IT Technical Solution Analyst- Workday HCM,SGTC India,"Gurgaon/Gurugram, Bangalore/Bengaluru",3-6,"Service delivery, Analyst, Data analysis, HCM, Architecture, Technical design, Project management, XSLT"
Web Analyst,milestone internet marketing pvt ltd,"Ahmedabad, Bangalore/Bengaluru",3-5,"Hospitality, CRO, Javascript, Data collection, SEM, Troubleshooting, SEO, Adobe"
Business Intelligence Analyst,"Catchpoint Systems, Inc",Bangalore/Bengaluru,3-6,"Process design, Data analysis, Networking, Business analysis, Project management, HTML, SEO, Oracle"
Looking For Senior Talend ETL Developer,Ness,Bangalore/Bengaluru,6-10,"Talend Etl, Azure Data Factory, communication, Hive, Talend, Azure SQL Datawarehouse, Data Integration, SQL"
Senior Product Manager - Customer Incentives,Gojek,Bangalore/Bengaluru,5-8,"Product management, Design engineering, Data analysis, Strategic planning, Agile, Engineering Design, Business intelligence, Analytics"
Senior Software Engineer_Sandvine_Bangalore,Sandvine,"Bangalore Rural, Bangalore/Bengaluru",4-9,"python, C++, C, Data Structures, programming, OOP, Algorithms, Design Patterns"
Senior Program Manager,Atlassian,Bangalore/Bengaluru,8-12,"IT Skills, Data Science, Program Management, CSS, Change management, Compliance, Business analysis, Manager Program Management"
Frontend Developer ? Senior Tech Lead/Associate Manager,AbsolutData Research Analytics Solutions Pvt. Lt,"Pune, Gurgaon",6-8,"Telecom, SAN, jQuery, Coding, Project management, Javascript, HTML, MVC"
HANA DW Business /analyst/consultan,Anicalls,Bangalore/Bengaluru,5-8,"IT Skills, Oracle, SAP, Business Analyst, Architecture, Workflow, business rules, Informatica"
Opening For Business Analyst in our IT Team,Centena International Services Private Limited,"Chennai, Bangalore/Bengaluru",3-6,"power bi desktop, business intelligence, data modeling, business analysis, data integrator, sql server"
Business Analyst,Telamon HR Solutions,Bengaluru,10-12,"Analytical skills, SAP BO, Business Analyst, Business analysis, financial products, banking products, Data warehousing, SDLC"
Business Analyst,Seven Consultancy,Bengaluru,3-5,"Customer acquisition, Statistical modeling, Google Analytics, Data management, Business Analyst, Business analysis, Analytical, Data analytics"
SrTest Analyst,ITC Infotech,Bangalore/Bengaluru,2-5,"Big Data testing, ETL, ETL testing, Oracle SQL, Datawarehouse, Hive, Oracle DB, Unix"
IT Business Applications Analyst,netskope,Bangalore/Bengaluru,2-6,"SSO, SAAS, Active Directory, Change management, cloud security, System maintenance, data security, Cloud"
Business Intelligence Analyst,Kinara Financial Private Limited,Bangalore/Bengaluru,2-7,"Data Science, Business Intelligence, Financial Services, Data Analysis, Tableau, Python, Sql"
Business Analyst,Seven Consultancy (HR Solution),Bangalore/Bengaluru,4-8,"Relationship management, Business Analyst, Relationship, power bi, data visualization, Management, Business intelligence"
Analyst - Systematic Review,Clarivate,Bangalore/Bengaluru,1-3,"Analyst, Data analysis, Literature, Analytical, Report writing, Data collection, Research, Data extraction"
Business Analyst,Seven Consultancy (HR Solution),Bangalore/Bengaluru,4-9,"Relationship management, Business Analyst, data science, big data analytics, Relationship, power bi, Consultancy, data visualization"
Business Analyst,Seven Consultancy (HR Solution),Bangalore/Bengaluru,3-5,"Customer acquisition, Statistical modeling, Google Analytics, Data management, Business Analyst, Business analysis, Analytical, Data analytics"
Business Analyst,Pepper Cloud,Bangalore/Bengaluru,3-5,"BRD, Balsamiq, User stories, Business Requirement Document, Axure, Draw io, Mockplus, Confluence"
Workday Business Change measurement & Readiness Analyst,WPP IT,Bangalore/Bengaluru,3-7,"IT services, Automation, Change management, tableau, Data management, Stock exchange, Diversity and Inclusion, Manager Technology"
Business Analyst,6Sense,Bangalore/Bengaluru,1-3,"analytical, Graphics, Automation, B2B, Sales development, Workflow, Product sales, Medical insurance"
Analyst - MI,AXA Business Services Pvt Ltd,Bengaluru,2-5,"PDF, Data modeling, Business analysis, SSRS, Agile, data visualization, SSIS, Monitoring"
Technical Business Analyst,Racanaa Innovative Solutions Energy Private Limite,Bangalore/Bengaluru,6-8,"Big Data Analytics, PMP, Project Management, big data lake, Project Management Certified Professional, business analysis"
Business Analyst,Shell,Bengaluru,10-15,"SAP PM, IDMS, HP data protector, Biztalk, Scheduling, Ale, SAP PI, Information technology"
Business Analyst,TekFortune Inc.,Bangalore/Bengaluru,6-12,"consultant business analyst, Data analysis, Business analysis, Agile, Manager Technology, business rules, Gap analysis, Asset management"
Business Support Analyst-Salesforce Administration,Zscaler Softech,Bangalore/Bengaluru,5-10,"Business System Analyst, RCA, Business system, Automation, Data management, SFDC, Troubleshooting, Operations"
Business Support Analyst-Salesforce Administration,cloudneeti,Bangalore/Bengaluru,5-10,"Business System Analyst, RCA, Business system, Automation, Data management, SFDC, Troubleshooting, Operations"
Technical Analyst,GSK India,Bangalore/Bengaluru,2-6,"Procurement, Root cause analysis, Helpdesk, Strategic planning, clinical development, Healthcare, data integrity, Risk management"
Financial Business Analyst,CoinSwitch Kuber,Bangalore/Bengaluru,2-4,"tableau, Data analysis, Financial reporting, Financial analysis, power bi, Market research, Forecasting, Variance analysis"
Principal Analyst IT Business Analysis (Redshift Database),GLOBALFOUNDRIES,Bangalore/Bengaluru,4-6,"BI, SDLC, AWS Cloud, Data warehouse, Airflow, Pyspark, Oracle SQL, Data Mining"
Workforce Management Analyst,GBT India Private Limited,Bangalore/Bengaluru,3-7,"Service level, ODBC, Visual Basic, Workforce management, Staffing, Scheduling, data integrity, Management"
Business Analysts (Experience 2 to 4 years),Evolvus Solutions,Bengaluru,2-4,"Market analysis, Data analysis, development, Payment systems, Business Analyst, Tools, application architecture, JIRA"
Business Analyst for the Pre-Sales/Solutions Team,Nanobi Data And Analytics Pvt Ltd,Bengaluru,4-6,"IT Skills, Data Science, Supply chain, Analytical, Written communication, Presales, Business Executive, Financial services"
Business Analytical Analyst,Course5,"Bangalore/Bengaluru, Mumbai (All Areas)",2-6,"analytics reporting, power bi, business analysis, exploratory data analysis, excel powerpoint, statistics"
Staff SAP Business Analyst,Infinera,Bangalore/Bengaluru,8-13,"Computer science, Process automation, Data migration, SAP, Business Analyst, SAP MM, Customer support, Customer service"
Sampling Analyst,M-PANELS RESEARCH SERVICES PRIVATE LIMITED ( M360 Research ),Bangalore/Bengaluru,1-5,"Primary Market Research, Life Sciences, Excel, Line Management, US Shift, Data Analysis, Quantitative, Analytics"
Business System Analyst,SecureWorks,Bangalore/Bengaluru,4-9,"Order management, VMware, Data analysis, Change management, Business analysis, Project management, Gap analysis, Oracle"
Business Analyst,nanobi data and analytics private limited,Bangalore/Bengaluru,4-6,"Excel, verbal, written communication, analytics, data science, IT Skills, Supply chain, Retail"
Business Analyst,Shell,Bangalore/Bengaluru,2-7,"Quantity Conversions, SAP IS, Hydrocarbon Product management, Language Skills, Product Management, Hydrocarbon, Transportation Planning, Functional Design"
Looking For Business Analyst (Power BI & Tableau),Solera Inc.,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-6,"business analysis, MSBI, Tableau, business intelligence, mdx, Data Anlalytics, SQL Server Development, SQL Server Reporting Services"
Business Analyst,S-Square Spenta Technologies,Bengaluru,2-3,"Data Analytics, analytical, IT Skills, Cloud, Analytical skills, Business Analyst, management, Cataloguing"
Business Analyst - IIT/NIT/BITS/DCE/SRCC,TalentStack,Bangalore/Bengaluru,2-6,"Python, Excel, R, SQL, IT Skills, Data Analytics, Analytics"
Executive Business Analyst/Implementation Specialist,Globals Inc.,Bengaluru,2-4,"Computer science, ERP, Data management, Management systems, Analytical, Application development, Customer service, MS Office"
Business Analyst - Analytics (NCH),Evolent Health,Pune,4-7,"T-SQL, Business Intelligence, Data Quality, Power BI, BRD, SSRS, SQL Server, Data Modeling"
Business Analyst II,Advance Auto Parts,Hyderabad/Secunderabad,7-8,"Order management, Supply chain, Business process, Business analysis, System integration, Agile, Software development life cycle, Gap analysis"
IP Analyst.,Clarivate,Noida,2-5,"Payment processing, Client servicing, Process improvement, Analytical, Pharma, Back office processing, MS Office, Operations"
Business Analyst,Harri Software Development and Solutions India Pvt Ltd,Hyderabad/Secunderabad,3-7,"Requirement Gathering, UAT, HR Information System, HRIS, System Integration Testing, User Stories, business analysis, Tableau"
Business Analyst,Kings Labs Technologies,"Kochi, Bengaluru",1-2,"Telecom, Data migration, Web analytics, Business analysis, Bfsi, Social media, Consulting, Business intelligence"
Business Analyst,AceNet,Bangalore/Bengaluru,5-12,"Business Analyst, data science, E-commerce, Business management, Research, Operations, Monitoring"
Business analyst,HyreFox Consultants Pvt Ltd,Jaipur,3-7,"Business Analyst, Competitive analysis, Infrastructure, Business process management, Management, Data mining"
HR Analyst,Visteon,Chennai,2-4,"HR Analyst, Data management, PeopleSoft, Flex, Electronics, SEZ, Telematics, Operations"
Business Analyst,AdviserLogic,Mumbai,3-5,"IT Skills, Testing, Data analysis, Business Analyst, Business analysis, Analytical, Test case review, data mapping"
HR - Business Analyst,Pepperfry,Mumbai,1-3,"Payroll, Business Analyst, HR operations, Business analysis, Process improvement, Data collection, Design development, HR"
Analyst 2 - Programming Android,Western Digital,Bangalore/Bengaluru,4-7,"Performance tuning, Software design, Coding, Debugging, Active directory, Data structures, MVC, Open source"
Analyst,Infiniti Research,Bengaluru,4-9,"Analyst, Data analysis, Business writing, B2B, Excel, Market research, Forecasting, MS Office Word"
Business Analyst,Euromonitor,Bangalore/Bengaluru,4-6,"Product management, Automation, Data analysis, Publishing, Business analysis, Lead Business Analyst, Consulting, Agile"
OBIEE - Business Analyst,VEGA Intellisoft Private Limited,Bangalore/Bengaluru,2-5,"IT Skills, Testing, Oracle, Unix, Data analysis, Data modeling, RDBMS, Incident management"
Business Analyst,Uniphore,Bangalore/Bengaluru,3-7,"IT Skills, Project Management, Sharepoint, Tableau, BPO, project management, Process automation, Telecom"
Business Analyst - IIT/NIT/BITS/DCE/SRCC,TalentStack,Bangalore/Bengaluru,2-6,"R, SQL, Python, Excel, IT Skills, Data Analytics, Analytics, Business Analysis"
EDA DevOps Automation Analyst,NXP Semiconductors,Bangalore/Bengaluru,5-11,"Automation, Linux, Data management, Agile, Application development, Scrum, Troubleshooting, Technical support"
Business Analyst,Embitel,Bengaluru,2-5,"Computer science, Manager Quality Assurance, Business Analyst, Business analysis, Technical writing, Analytical, data visualization, Information technology"
Business System Analyst,Talent21 Management Shared Services Private Limited,Bangalore/Bengaluru,5-10,"Soap Ui, Gap Analysis, Software Development, Project Management, Agile, Data Warehouse, System Analyst, Requirement Analysis"
Delivery Analyst-Infrastructure Service,Kyndryl,Bangalore/Bengaluru,3-6,"MS Office, MS Power Point, MS Visual Basic, MS Word, Macros, MS Visual, MS Excel, Data analysis"
Content Analyst (Women Returnee),Refinitiv,Bangalore/Bengaluru,2-6,"Automation, Usage, Stock exchange, Finance, Transition, Healthcare, Data quality, Content Analyst"
Product Analyst,Yocket,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",1-3,"SQL Database, data analytics, google data studio, Db Queries"
Reporting Analyst,Forte Research Systems Private Limited,Bangalore/Bengaluru,4-9,"BPO, data analysis, Operations research, Coding, Business analysis, Business analytics, Data mining, Business intelligence"
Technical Analyst S/4 HANA,Shell,Bangalore/Bengaluru,5-10,"S/4 HANA, Program Management, Master Data Management, User Experience, Demand Management, API, Business Development, SAP PI"
"Campaign Measurement Optimization Analyst, 1",AllianceData,Bangalore/Bengaluru,2-5,"Relationship management, SAS, Business analysis, Formulation, Wellness, Marketing operations, Data mining, Financial services"
Technical Analyst,COMPUTACENTER,Bangalore/Bengaluru,1-4,"Administration, Analytical, Data processing, Technical Analyst, SSIS, Business intelligence, Monitoring, Analysis services"
Product Analyst,Good Worker,Bangalore/Bengaluru,3-7,"Product Analyst, Data analysis, Interpersonal skills, Version control, Senior Executive, Business analytics, Data analytics, data visualization"
Technical Business Analyst,Splenta Systems Pvt Ltd,Bengaluru,5-10,"IT Skills, Testing, Computer science, Business analysis, data security, System integration, Market research, Information technology"
Analyst- Consumer Research,Meredith Corporation,Bangalore/Bengaluru,1-2,"Consumer research, Data analysis, Publishing, Project implementation, Primary research, Senior Analyst, data reporting, Project management"
SAP Business Analyst,kk consulting services,Bangalore/Bengaluru,8-13,"Procurement, Data migration, SAP, Business Analyst, Application programming, SMS, data mapping, Software services"
Technical Business Analyst,Intertrust Group,Bangalore/Bengaluru,3-7,"Administration, Automation, Data migration, Data management, Data quality, Risk management, Stakeholder management, Operations"
Business Analyst,HRDevi Talent Acquisition,Bengaluru,1-3,"Excel, Business Analyst, data science, Banking, Management, Business intelligence, Powerpoint, Business Executive"
Business Analyst,Uniphore,"Chennai, Bangalore/Bengaluru",6-11,"Word, PowerBI, Tableau, presentation, PowerPoint, NLP, communication, data analysis"
Fresher Business Analyst - Graduate with MS Excel Knowledge,Universal Manpower Online,"New Delhi, Gurgaon/Gurugram, Delhi / NCR",0-2,"excel, data analytics, fresher graduate, back office, it fresher, advanced excel, business analysis, mechanical fresher"
IELTSMaterial . com Business Analyst,IELTSMaterial.com,Bangalore/Bengaluru,1-2,"Root Cause Analysis, Monthly Reports, Excel, Business Analyst, Data Analysis, Process Improvement, Data Visualization, Report Modification"
Business Analyst,Ramsoft Systems Inc.,Bangalore/Bengaluru,3-5,"IT Skills, Power BI, Data analysis, Data management, Business analysis, Analytical, Radiology, Healthcare"
Business Analyst FICO,ASL HR Solutions Pvt. Ltd,Bangalore/Bengaluru,6-10,"Process analysis, PDF, Business Analyst, Business analysis, Financial accounting, Analytical, Agile, System design"
Business Analyst,UNBXD Software Pvt Ltd,Bangalore/Bengaluru,3-8,"Product management, Data analysis, Google Analytics, Analytical, Gap analysis, Omniture, Business intelligence, Adobe"
GRC Analyst,Nike India,Bangalore/Bengaluru,1-5,"PCI DSS, ISO, cyber security, Cobit, Information security, SOC, Coso, data visualization"
Analyst-BI,idfc first bank,Bangalore/Bengaluru,8-12,"Retail, Automation, Data management, Coding, Senior Analyst, MIS, data governance, Customer experience"
Business Analyst,red seer consulting,Bengaluru,2-5,"Usage, C, Senior management, Business Analyst, Action plan, Data quality, Research, Management"
Business Analyst,"Riversand Technologies, Inc.",Bengaluru,3-5,"Change management, Business Analyst, Data management, Business analysis, Analytical, Consulting, Healthcare, Business strategy"
Digital Products and Communications Analyst,Ashoka,Bangalore/Bengaluru,3-5,"Digital media, Analyst, Drupal, Google Analytics, Web analytics, Social media, Wordpress, CMS"
Business Analyst (IIT/NIT),HEVO TECHNOLOGIES INDIA PRIVATE LIMITED,Bangalore/Bengaluru,1-3,"Advanced Excel, SQL, Data Science, Business Intelligence, Advanced Analytics, Data Analysis, Data Analytics, Business Analysis"
System Analyst - C++,Tecqubes Technologies,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",1-6,"c++, C#, multithreading, data structures"
Business Support Analyst,cloudneeti,Bangalore/Bengaluru,5-12,"Business System Analyst, RCA, Business system, Automation, Data management, SFDC, Troubleshooting, Operations"
Business Analyst,Diverse Lynx,Bengaluru,1-2,"tableau, Google Analytics, Web analytics, Business Analyst, Analytical, data visualization, Adobe, SQL"
Statistical Analyst,Eli Lilly and Company,Bangalore/Bengaluru,2-6,"Data analysis, Assurance, Data management, clinical development, Healthcare, Clinical research, SAS Programming, Statistical Analyst"
Business Analyst,ZENSARK INDIA PRIVATE LTD,"Hyderabad/Secunderabad, Kurnool, Bangalore/Bengaluru",1-4,"SQL queries, Basic, Data analysis, Business Analyst, Relationship, Manager Technology, Data Processor, Visio"
Business Analyst,Hevo.io,Bangalore/Bengaluru,2-4,"SAN, Data analysis, Financial analysis, Coding, Process improvement, Analytical, Healthcare, HTTP"
Business Analyst - FinTech - IIT/NIT/BITS,TalentStack,Bangalore/Bengaluru,2-3,"R, SQL, Python, Data Management, Consulting BFSI, Data Analytics, Analytics, Business Analysis"
Programmer Analyst - iOS / Mac Developer,IDrive Software (India) Private Limited,Bangalore/Bengaluru(Whitefield),4-8,"Objective C, Memory Management, Cocoa Touch, swift, IT Skills, Cloud, Data Structure"
Analyst Coding - Fresher Business Analyst Can Apply / 3.5 LPA/ Cab,Universal Manpower Online,"New Delhi, Gurgaon/Gurugram, Delhi / NCR",0-5,"lookup, macros, business analysis, business analytics, Advanced Excel, market research, business analyst, market and analysis"
Senior Software Developer,IBM,Kochi/Cochin,7-10,"Computer science, Software design, Coding, XML, HTML, IT Skills, Java, J2EE"
BM Analyst,Deutsche Bank,Jaipur,4-8,"Excel, Analytical, Diversity and Inclusion, Business management, Management, Training and Development, MS Office, Powerpoint"
People Systems Analyst,Google,Hyderabad/Secunderabad,1-4,"IT Skills, Testing, Analyst, Payroll, Data analysis, Staffing, Analytical, Management"
Analyst - IDT,KPMG,Mumbai,1-3,"Analyst, Research, Secondary research, Data entry, Tax returns"
Delivery Analyst-Systems Services,IBM,Pune,3-5,"Network administration, Networking, Linux, Troubleshooting, Technical support, Data collection, IT operations, cisco"
Analyst,Danfoss Industries Pvt Ltd,Pune,3-8,"Supply chain, Data analysis, Service level, Renewable energy, Invoice processing, Infrastructure, Refrigeration, Raw material"
MIS Analyst,ALLEGIS GLOBAL SOLUTION,Hyderabad/Secunderabad,1-5,"MIS reporting, Automation, Excel, Data management, VLOOKUP, Analytical, Process excellence, Data Processor"
Analyst-Procurement management,Accenture,Gurgaon/Gurugram,3-5,"Procurement, Bidding, Consulting, Spend analysis, RFQ, Procurement management, Data analytics, Management"
Business Analyst - Supply Chain & Operations,Avery Dennison,"Gurgaon/Gurugram, Sohna",1-4,"Supply chain, Computer science, ERP, IT strategy, Data structures, Scheduling, Oracle, Macros"
Product Analyst,MindTickle,Pune,2-4,"Data Science, Product Analyst, Communication Skills, Written Communication, Data Analysis, Data Visualization, Tableau, Analytics"
Product Analyst,EA Games (Electronic Arts),Hyderabad/Secunderabad,1-6,"IT Skills, Python, Tableau, Product Analyst, Mobile phones, Packaging, HTML, data visualization"
Analyst-HR Operations,Accenture,Chennai,3-5,"Administration, Backend, SAP, Performance management, Consulting, Job analysis, Publishing, HR operations"
Analyst-Order To Cash Processing,Accenture,Mumbai,3-5,"Excel, Billing, Consulting, Cash flow, Operations, IT Skills, Cloud, Master data management"
Senior Information Security Risk Anlyst,Optum,Noida,2-3,"cyber security, Tanium, Networking, Effective Communication Skills, Network Monitoring, Servicenow, Information Security, Risk Compliance"
Analyst-Reporting,Accenture,Noida,3-5,"Visual Basic, Excel, Data management, Consulting, Macros, IT Skills, Cloud, Business reporting"
Analyst-Healthcare Claims,Accenture,Chennai,3-5,"Claims, Litigation, Consulting, Healthcare, Analytics, IT Skills, Artificial Intelligence, Automation"
Analyst-Governance,Accenture,Gurgaon/Gurugram,3-5,"Change management, Consulting, Incident management, Analytics, Monitoring, IT Skills, Cloud, Automation"
Risk Reporting Analyst,Deutsche Bank,Mumbai,2-5,"CRO, remediation, Data analysis, Risk assessment, Financial risk, Diversity and Inclusion, Financial risk management, Risk management"
Security Compliance Analyst,TaskUs,"Mohali, Gurgaon/Gurugram",3-6,"cyber security, It Risk Assessment, BPO, vendor management, Iso 27001 Lead Auditor, Data Privacy"
Delhivery is hiring Analyst - Gurgaon,Delhivery,Gurgaon/Gurugram,4-9,"advanced excel, SQL, Analyst, python, Data Analysis, Data Analyst, Business Analysis"
Analyst I IT Governance,Grofers,Gurgaon/Gurugram,1-3,"Internal Audit, Compliance, Risk Assessment, Finance, Data Analysis, Coordinating, Sql Queries, Risk Management"
Analyst-Campaign Management,Accenture,Mumbai,3-5,"Direct Marketing, Digital Marketing, CRM, IT Skills, Cloud, Salesforce, Automation, Consulting"
FTI System Analyst,Franklin Templeton,Hyderabad/Secunderabad,2-6,"Data analysis, Financial analysis, Analytical, data integrity, Medical insurance, Operations, Reporting tools, Investment"
Tax Analyst Specialist/Expert,Agilent Technologies,"Gurgaon/Gurugram, Manesar",3-6,"ERP, Financial statements, SAP, Diagnostics, VAT, Data quality, Manager Quality Control, Taxation"
ANALYST,General Mills,Mumbai,4-9,"Supply chain, Business services, Automation, Linux, Consulting, Scheduling, Data mining, Business intelligence"
Bus Systems Analyst II,Ameriprise Financial,Gurgaon/Gurugram,2-5,"C#, Computer science, Production support, SAS, Analyst II, Data quality, Asset management, Business intelligence"
Analyst-Supply chain planning,Accenture,Chennai,3-5,"Publishing, Consulting, Microsoft, Content Management, Visual Basic, Supply Chain Planning, Master Data Management, Management"
People Research Analyst,TaskUs,Indore,3-6,"BPO, Qualitative research, ERM, Data analysis, SAS, Performance management, Analytical, SPSS"
WFM Reporting analyst,TaskUs,Gurgaon/Gurugram,4-7,"BPO, Computer science, operational support, Workforce management, Reporting Analyst, Analytical, power bi, Information technology"
Analyst - Procurement Analytics,Deutsche Bank,Mumbai,4-9,"Procurement, Data analysis, SAP, Contract management, Analytical, Data structures, Data quality, Asset management"
Market Risk Analyst,Deutsche Bank,Pune,2-5,"Automation, Process optimization, MS Access, Market risk, Data quality, Risk management, Market Risk Analyst, Operations"
DLP Analyst,BNP Paribas,Chennai,2-4,"Networking, data loss prevention, Senior Analyst, Information security, Vulnerability, Antivirus, Management, CCNA"
Risk Analyst,Deutsche Bank,Mumbai,2-5,"Relationship management, Analyst, Data analysis, Manager Quality Assurance, SAS, Project management, Investment banking, MS Office"
Know Your Client (KYC) Analyst,Deutsche Bank,Mumbai,1-4,"Data analysis, Change management, Due diligence, Publishing, Data management, MIS, Risk assessment, Corporate finance"
KYC Analyst,Enrich Financial Solution Private Limited,Chennai,0-1,"Documents Review, Data Entry, Kyc Verification, Account Opening, Demat, Typing, KYC, Kyc Operations"
DLP Analyst,BNP Paribas,Mumbai,2-4,"Analyst, data loss prevention, Analytical, Information security, Retail banking, Vulnerability, IT operations, Security monitoring"
Analyst - MIS,Integreon,Noida,3-8,"Vba, Data Management, Data Analysis, Mis Analyst, Data Visualization, Advanced Excel, Power Bi ., Ms Office Tools"
Strategy Analyst - People Development,Ciena,Gurgaon/Gurugram,2-7,"Project Management, Business Process, Strategy, People Development, Stakeholder Management, analytics, data collection, Strategy Analyst"
Product Analyst,IHS Markit,Hyderabad/Secunderabad,2-3,"agile, JIRA, IT Skills, Software Development, Product Analyst, PDF, Data modeling, Analytical"
Analytics Analyst,Deutsche Bank,Mumbai,2-5,"CRO, Front office, Fixed income, Diversity and Inclusion, MySQL, Data structures, Oracle, Analytics"
Change Analyst,Deutsche Bank,Mumbai,1-5,"Data validation, jQuery, Market risk, Javascript, Data processing, Data quality, Continuous improvement, Operations"
Benchmarking and Index Oversight Analyst,Deutsche Bank,Mumbai,3-6,"Computer science, CRO, Automation, Data management, Operational risk, Process improvement, Windows, Risk management"
Application Development Analyst,GENWORTH,Gurgaon/Gurugram,2-6,"Computer science, Data management, Bloomberg, Coding, Process improvement, Scheduling, Troubleshooting, microsoft"
Information Security Analyst,Deutsche Bank,Pune,2-6,"Business services, ISO, HP data protector, Information security, Risk assessment, Diversity and Inclusion, Security services, Training and Development"
Analyst,UnitedLex Corporation,Gurgaon/Gurugram,2-3,"IT Skills, Power BI, Procurement, BPO, Data modeling, Enterprise applications, Information security, HTTP"
EU Distressed/Par Loan Analyst,Deutsche Bank,Mumbai,1-2,"Loans, Data analysis, Financial statements, Fixed income, Finance, Credit analysis, market data, Risk management"
Business Analyst - Capital Market/Investment Banking Domain,Capco,Mumbai,3-7,"Capital Market, Investment Banking, Business Analyst, Project Management, Market Risk, Finance, Data Analysis, Derivatives"
Power BI Analyst,Dell Technologies,Hyderabad/Secunderabad,2-7,"Power BI, SQL, analytics, IT Skills, Python, Tableau, VB Scripting, Informatica"
Risk Analyst,Franklin Templeton,Hyderabad/Secunderabad,3-7,"Analyst, Data analysis, Fund accounting, Bloomberg, risk modeling, risk consulting, Risk management, Financial services"
Reporting Analyst / DA - HCL SW Noida,HCL Technologies,Delhi / NCR,5-10,"MIS Reporting, Sales Operations, Data Analysis"
